freq,size_emp,nace_r2,indic_is,unit,geo\TIME_PERIOD	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,AT	: 	: 	: 	: 	: 	: 	: 	47.8 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,BA	: 	: 	: 	: 	: 	: 	: 	24.5 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,BE	: 	: 	: 	: 	: 	: 	: 	47.0 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,BG	: 	: 	: 	: 	: 	: 	: 	25.6 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,CY	: 	: 	: 	: 	: 	: 	: 	52.3 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,CZ	: 	: 	: 	: 	: 	: 	: 	45.3 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,DE	: 	: 	: 	: 	: 	: 	: 	51.0 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,DK	: 	: 	: 	: 	: 	: 	: 	53.7 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,EA	: 	: 	: 	: 	: 	: 	: 	47.2 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,EE	: 	: 	: 	: 	: 	: 	: 	44.4 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,EL	: 	: 	: 	: 	: 	: 	: 	44.6 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,ES	: 	: 	: 	: 	: 	: 	: 	41.6 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,EU27_2020	: 	: 	: 	: 	: 	: 	: 	46.0 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,FI	: 	: 	: 	: 	: 	: 	: 	61.2 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,FR	: 	: 	: 	: 	: 	: 	: 	38.3 b	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,HR	: 	: 	: 	: 	: 	: 	: 	35.6 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,HU	: 	: 	: 	: 	: 	: 	: 	41.4 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,IE	: 	: 	: 	: 	: 	: 	: 	61.8 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,IT	: 	: 	: 	: 	: 	: 	: 	47.5 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,LT	: 	: 	: 	: 	: 	: 	: 	39.4 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,LU	: 	: 	: 	: 	: 	: 	: 	45.1 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,LV	: 	: 	: 	: 	: 	: 	: 	35.2 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,ME	: 	: 	: 	: 	: 	: 	: 	25.5 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,MK	: 	: 	: 	: 	: 	: 	: 	15.3 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,MT	: 	: 	: 	: 	: 	: 	: 	51.2 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,NL	: 	: 	: 	: 	: 	: 	: 	54.8 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,NO	: 	: 	: 	: 	: 	: 	: 	53.8 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,PL	: 	: 	: 	: 	: 	: 	: 	45.0 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,PT	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,RO	: 	: 	: 	: 	: 	: 	: 	26.1 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,RS	: 	: 	: 	: 	: 	: 	: 	35.8 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,SE	: 	: 	: 	: 	: 	: 	: 	59.2 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,SI	: 	: 	: 	: 	: 	: 	: 	44.3 	: 
A,50-249,C10-S951_X_K,E_DI4_HI,PC_ENT,SK	: 	: 	: 	: 	: 	: 	: 	32.9 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,AT	: 	: 	: 	: 	: 	: 	: 	29.0 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,BA	: 	: 	: 	: 	: 	: 	: 	36.0 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,BE	: 	: 	: 	: 	: 	: 	: 	24.6 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,BG	: 	: 	: 	: 	: 	: 	: 	38.4 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,CY	: 	: 	: 	: 	: 	: 	: 	29.5 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,CZ	: 	: 	: 	: 	: 	: 	: 	34.5 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,DE	: 	: 	: 	: 	: 	: 	: 	31.9 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,DK	: 	: 	: 	: 	: 	: 	: 	18.0 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,EA	: 	: 	: 	: 	: 	: 	: 	31.9 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,EE	: 	: 	: 	: 	: 	: 	: 	32.1 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,EL	: 	: 	: 	: 	: 	: 	: 	24.0 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,ES	: 	: 	: 	: 	: 	: 	: 	34.2 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,EU27_2020	: 	: 	: 	: 	: 	: 	: 	31.7 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,FI	: 	: 	: 	: 	: 	: 	: 	17.3 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,FR	: 	: 	: 	: 	: 	: 	: 	40.7 b	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,HR	: 	: 	: 	: 	: 	: 	: 	34.2 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,HU	: 	: 	: 	: 	: 	: 	: 	30.0 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,IE	: 	: 	: 	: 	: 	: 	: 	10.3 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,IT	: 	: 	: 	: 	: 	: 	: 	33.0 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,LT	: 	: 	: 	: 	: 	: 	: 	36.4 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,LU	: 	: 	: 	: 	: 	: 	: 	33.1 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,LV	: 	: 	: 	: 	: 	: 	: 	30.4 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,ME	: 	: 	: 	: 	: 	: 	: 	33.7 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,MK	: 	: 	: 	: 	: 	: 	: 	37.9 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,MT	: 	: 	: 	: 	: 	: 	: 	27.7 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,NL	: 	: 	: 	: 	: 	: 	: 	25.9 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,NO	: 	: 	: 	: 	: 	: 	: 	28.1 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,PL	: 	: 	: 	: 	: 	: 	: 	32.5 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,PT	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,RO	: 	: 	: 	: 	: 	: 	: 	37.2 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,RS	: 	: 	: 	: 	: 	: 	: 	35.1 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,SE	: 	: 	: 	: 	: 	: 	: 	13.1 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,SI	: 	: 	: 	: 	: 	: 	: 	29.8 	: 
A,50-249,C10-S951_X_K,E_DI4_LO,PC_ENT,SK	: 	: 	: 	: 	: 	: 	: 	39.6 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,AT	: 	: 	: 	: 	: 	: 	: 	12.6 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,BA	: 	: 	: 	: 	: 	: 	: 	4.9 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,BE	: 	: 	: 	: 	: 	: 	: 	21.8 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,BG	: 	: 	: 	: 	: 	: 	: 	2.3 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,CY	: 	: 	: 	: 	: 	: 	: 	7.5 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,CZ	: 	: 	: 	: 	: 	: 	: 	8.2 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,DE	: 	: 	: 	: 	: 	: 	: 	10.3 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,DK	: 	: 	: 	: 	: 	: 	: 	27.2 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,EA	: 	: 	: 	: 	: 	: 	: 	10.4 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,EE	: 	: 	: 	: 	: 	: 	: 	10.0 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,EL	: 	: 	: 	: 	: 	: 	: 	5.5 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,ES	: 	: 	: 	: 	: 	: 	: 	10.2 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,EU27_2020	: 	: 	: 	: 	: 	: 	: 	10.2 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,FI	: 	: 	: 	: 	: 	: 	: 	19.9 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,FR	: 	: 	: 	: 	: 	: 	: 	5.6 b	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,HR	: 	: 	: 	: 	: 	: 	: 	11.4 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,HU	: 	: 	: 	: 	: 	: 	: 	7.7 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,IE	: 	: 	: 	: 	: 	: 	: 	22.6 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,IT	: 	: 	: 	: 	: 	: 	: 	9.1 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,LT	: 	: 	: 	: 	: 	: 	: 	9.5 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,LU	: 	: 	: 	: 	: 	: 	: 	6.1 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,LV	: 	: 	: 	: 	: 	: 	: 	8.6 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,ME	: 	: 	: 	: 	: 	: 	: 	12.4 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,MT	: 	: 	: 	: 	: 	: 	: 	15.7 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,NL	: 	: 	: 	: 	: 	: 	: 	13.4 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,NO	: 	: 	: 	: 	: 	: 	: 	14.7 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,PL	: 	: 	: 	: 	: 	: 	: 	6.7 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,PT	: 	: 	: 	: 	: 	: 	: 	12.8 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,RO	: 	: 	: 	: 	: 	: 	: 	2.0 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,RS	: 	: 	: 	: 	: 	: 	: 	11.2 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,SE	: 	: 	: 	: 	: 	: 	: 	25.7 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,SI	: 	: 	: 	: 	: 	: 	: 	13.4 	: 
A,50-249,C10-S951_X_K,E_DI4_VHI,PC_ENT,SK	: 	: 	: 	: 	: 	: 	: 	7.0 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,AT	: 	: 	: 	: 	: 	: 	: 	10.7 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,BA	: 	: 	: 	: 	: 	: 	: 	34.6 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,BE	: 	: 	: 	: 	: 	: 	: 	6.6 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,BG	: 	: 	: 	: 	: 	: 	: 	33.7 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,CY	: 	: 	: 	: 	: 	: 	: 	10.7 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,CZ	: 	: 	: 	: 	: 	: 	: 	12.0 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,DE	: 	: 	: 	: 	: 	: 	: 	6.8 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,DK	: 	: 	: 	: 	: 	: 	: 	1.1 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,EA	: 	: 	: 	: 	: 	: 	: 	10.4 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,EE	: 	: 	: 	: 	: 	: 	: 	13.6 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,EL	: 	: 	: 	: 	: 	: 	: 	25.9 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,ES	: 	: 	: 	: 	: 	: 	: 	14.0 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,EU27_2020	: 	: 	: 	: 	: 	: 	: 	12.1 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,FI	: 	: 	: 	: 	: 	: 	: 	1.5 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,FR	: 	: 	: 	: 	: 	: 	: 	15.4 b	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,HR	: 	: 	: 	: 	: 	: 	: 	18.7 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,HU	: 	: 	: 	: 	: 	: 	: 	20.9 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,IE	: 	: 	: 	: 	: 	: 	: 	5.3 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,IT	: 	: 	: 	: 	: 	: 	: 	10.4 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,LT	: 	: 	: 	: 	: 	: 	: 	14.8 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,LU	: 	: 	: 	: 	: 	: 	: 	15.6 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,LV	: 	: 	: 	: 	: 	: 	: 	25.8 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,ME	: 	: 	: 	: 	: 	: 	: 	28.4 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,MK	: 	: 	: 	: 	: 	: 	: 	45.6 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,MT	: 	: 	: 	: 	: 	: 	: 	5.4 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,NL	: 	: 	: 	: 	: 	: 	: 	6.0 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,NO	: 	: 	: 	: 	: 	: 	: 	3.4 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,PL	: 	: 	: 	: 	: 	: 	: 	15.8 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,PT	: 	: 	: 	: 	: 	: 	: 	13.1 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,RO	: 	: 	: 	: 	: 	: 	: 	34.7 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,RS	: 	: 	: 	: 	: 	: 	: 	17.8 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,SE	: 	: 	: 	: 	: 	: 	: 	2.0 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,SI	: 	: 	: 	: 	: 	: 	: 	12.4 	: 
A,50-249,C10-S951_X_K,E_DI4_VLO,PC_ENT,SK	: 	: 	: 	: 	: 	: 	: 	20.5 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,AT	39.4 	28.5 b	36.3 b	26.0 b	41.3 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,BA	: 	: 	: 	15.9 b	15.9 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,BE	38.4 	31.8 b	37.0 b	31.3 b	42.2 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,BG	13.3 	12.3 b	15.4 b	11.5 b	16.9 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,CY	32.2 	21.4 b	41.9 b	26.5 b	40.1 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,CZ	23.7 	20.0 b	21.4 b	19.6 b	38.7 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,DE	32.6 	17.5 b	34.2 b	24.0 b	34.8 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,DK	46.7 	46.0 b	41.8 b	47.2 b	50.6 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,EA	31.2 	22.2 b	32.9 	25.0 	35.6 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,EE	26.1 	24.4 b	26.9 b	27.0 b	28.4 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,EL	21.0 	25.8 b	28.8 b	24.6 b	10.7 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,ES	33.5 	27.1 b	34.8 b	20.5 b	32.7 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,EU15	32.9 	24.5 b	33.0 	26.8 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,EU27_2007	29.9 	22.8 b	30.0 	24.7 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,EU27_2020	29.1 	21.5 	30.1 	23.9 	33.2 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,EU28	29.9 	22.8 b	30.0 	24.7 	34.3 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,FI	41.7 	48.2 b	46.3 b	45.8 b	58.9 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,FR	30.7 	21.5 b	32.1 b	23.8 b	38.1 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,HR	23.0 	20.4 b	22.0 b	20.0 b	25.6 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,HU	18.0 	16.8 b	18.8 b	18.8 b	19.9 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,IE	31.0 	29.1 b	29.2 b	38.0 b	43.5 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,IT	20.4 	15.7 b	23.4 b	20.2 b	31.8 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,LT	26.6 	28.0 b	28.7 b	25.1 b	34.1 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,LU	33.3 	27.4 b	34.6 b	25.7 b	42.8 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,LV	16.6 	18.5 b	16.2 b	14.2 b	20.3 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,ME	: 	: 	19.7 b	18.6 b	27.7 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,MK	11.9 	11.8 b	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,MT	32.9 	39.0 b	34.2 b	34.6 b	54.7 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,NL	47.0 	40.5 b	48.7 b	44.0 b	49.7 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,NO	41.2 	45.8 b	40.6 b	42.6 b	42.5 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,PL	20.7 	15.6 b	18.9 b	16.2 b	17.2 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,PT	27.2 	19.3 b	32.3 b	24.8 b	: bu	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,RO	13.8 	10.0 b	12.6 b	12.2 b	14.8 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,RS	: 	: 	25.8 b	23.7 b	27.2 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,SE	42.9 	40.5 b	40.6 b	41.7 b	48.8 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,SI	21.4 	20.9 b	26.8 b	29.3 b	27.2 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,SK	21.7 	17.0 b	20.9 b	19.0 b	20.7 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,TR	: 	: 	9.7 b	1.3 b	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_HI,PC_ENT,UK	35.6 	31.6 b	28.7 b	30.7 b	42.2 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,AT	40.6 	49.1 b	33.5 b	42.1 b	33.3 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,BA	: 	: 	: 	36.6 b	31.9 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,BE	38.9 	45.3 b	32.2 b	38.1 b	30.5 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,BG	39.0 	38.5 b	30.4 b	33.2 b	33.4 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,CY	46.9 	52.5 b	37.9 b	48.5 b	38.3 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,CZ	44.0 	42.2 b	39.1 b	37.1 b	38.7 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,DE	45.7 	48.0 b	38.7 b	43.8 b	39.9 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,DK	25.8 	28.9 b	29.7 b	28.3 b	22.0 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,EA	42.5 	45.3 b	37.4 	40.4 	38.0 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,EE	43.4 	45.8 b	38.0 b	40.2 b	35.6 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,EL	53.4 	47.0 b	37.9 b	43.8 b	46.6 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,ES	37.4 	43.3 b	31.7 b	36.2 b	39.2 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,EU15	41.8 	44.6 b	38.4 	40.8 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,EU27_2007	41.6 	44.0 b	38.8 	40.3 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,EU27_2020	41.7 	44.1 	37.7 	39.5 	37.2 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,EU28	41.6 	44.0 b	38.8 	40.2 	37.2 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,FI	34.6 	31.6 b	44.2 b	28.4 b	19.9 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,FR	41.5 	44.7 b	40.2 b	42.2 b	37.4 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,HR	41.7 	42.8 b	37.6 b	35.7 b	33.8 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,HU	40.0 	39.6 b	36.6 b	37.4 b	35.0 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,IE	39.3 	44.9 b	43.9 b	35.2 b	35.6 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,IT	43.1 	43.2 b	37.3 b	36.6 b	39.1 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,LT	43.2 	41.4 b	41.9 b	42.2 b	37.8 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,LU	40.9 	44.5 b	37.4 b	45.5 b	31.7 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,LV	42.8 	43.3 b	39.5 b	42.0 b	37.5 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,ME	: 	: 	49.4 b	45.5 b	42.4 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,MK	38.2 	42.7 b	: 	: 	: 	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,MT	50.0 	44.2 b	40.9 b	44.2 b	34.1 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,NL	35.3 	43.2 b	28.8 b	36.7 b	32.3 b	: 	: 	: 	: 
A,50-249,C10-S951_X_K,E_DI_LO,PC_ENT,NO	30.3 	28.1 b	32.6 b	29.4 b	35.4 b	: 	: 	: 	: 
