freq,size_emp,nace_r2,indic_is,unit,geo\TIME_PERIOD	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,EU27_2020	: 	: 	: 	0.4 	: 	0.7 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,EU28	: 	: 	: 	0.3 	: 	: 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,FI	: 	: 	: 	3.7 	: 	4.3 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,FR	: 	: 	: 	0.4 	: 	0.6 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,HR	: 	: 	: 	0.1 	: 	1.1 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,HU	: 	: 	: 	0.4 	: 	0.2 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,IE	: 	: 	: 	0.3 	: 	1.2 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,IT	: 	: 	: 	0.2 	: 	0.7 b	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,LT	: 	: 	: 	0.9 	: 	0.2 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,LU	: 	: 	: 	0.2 	: 	0.2 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,LV	: 	: 	: 	0 	: 	0.1 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,ME	: 	: 	: 	0 	: 	0 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,MK	: 	: 	: 	: 	: 	0.2 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,MT	: 	: 	: 	0.9 	: 	1.9 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,NL	: 	: 	: 	1.0 	: 	1.6 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,NO	: 	: 	: 	1.4 	: 	2.1 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,PL	: 	: 	: 	0.1 	: 	0.3 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,PT	: 	: 	: 	0.3 	: 	0.5 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,RO	: 	: 	: 	0.3 	: 	0.1 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,RS	: 	: 	: 	: 	: 	0.2 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,SE	: 	: 	: 	1.6 	: 	0.4 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,SI	: 	: 	: 	0.6 	: 	1.0 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,SK	: 	: 	: 	0.1 	: 	0.6 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VHI,PC_ENT,UK	: 	: 	: 	0.0 	: 	0.1 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,AT	: 	: 	: 	55.1 	: 	36.5 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,BA	: 	: 	: 	: 	: 	59.2 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,BE	: 	: 	: 	41.0 	: 	25.0 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,BG	: 	: 	: 	73.0 	: 	67.4 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,CY	: 	: 	: 	60.0 	: 	50.6 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,CZ	: 	: 	: 	56.2 	: 	40.7 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,DE	: 	: 	: 	49.6 	: 	37.8 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,DK	: 	: 	: 	19.5 	: 	11.6 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,EA	: 	: 	: 	52.1 	: 	37.8 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,EE	: 	: 	: 	49.6 	: 	26.4 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,EL	: 	: 	: 	70.7 	: 	60.8 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,ES	: 	: 	: 	49.1 	: 	37.6 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,EU15	: 	: 	: 	50.8 	: 	: 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,EU27_2007	: 	: 	: 	52.8 	: 	: 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,EU27_2020	: 	: 	: 	53.1 	: 	39.8 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,EU28	: 	: 	: 	52.8 	: 	: 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,FI	: 	: 	: 	13.5 	: 	12.4 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,FR	: 	: 	: 	56.5 	: 	45.1 b	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,HR	: 	: 	: 	57.3 	: 	37.9 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,HU	: 	: 	: 	57.5 	: 	54.4 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,IE	: 	: 	: 	43.3 	: 	30.9 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,IT	: 	: 	: 	62.1 	: 	31.4 b	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,LT	: 	: 	: 	43.9 	: 	46.5 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,LU	: 	: 	: 	48.8 	: 	35.6 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,LV	: 	: 	: 	68.3 	: 	58.1 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,ME	: 	: 	: 	56.7 	: 	39.7 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,MK	: 	: 	: 	: 	: 	70.2 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,MT	: 	: 	: 	38.3 	: 	29.9 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,NL	: 	: 	: 	29.0 	: 	25.0 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,NO	: 	: 	: 	36.1 	: 	17.9 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,PL	: 	: 	: 	63.9 	: 	48.5 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,PT	: 	: 	: 	55.5 	: 	49.3 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,RO	: 	: 	: 	65.0 	: 	67.4 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,RS	: 	: 	: 	: 	: 	39.4 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,SE	: 	: 	: 	28.8 	: 	18.3 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,SI	: 	: 	: 	36.1 	: 	32.5 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,SK	: 	: 	: 	58.4 	: 	47.8 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI2_VLO,PC_ENT,UK	: 	: 	: 	50.4 	: 	33.4 	: 	: 	: 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,AT	: 	: 	: 	: 	: 	: 	: 	: 	57.9 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,BA	: 	: 	: 	: 	: 	: 	: 	: 	43.2 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,BE	: 	: 	: 	: 	: 	: 	: 	: 	74.5 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,BG	: 	: 	: 	: 	: 	: 	: 	: 	28.4 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,CY	: 	: 	: 	: 	: 	: 	: 	: 	67.3 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,CZ	: 	: 	: 	: 	: 	: 	: 	: 	49.3 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,DE	: 	: 	: 	: 	: 	: 	: 	: 	61.4 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,DK	: 	: 	: 	: 	: 	: 	: 	: 	75.3 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,EA	: 	: 	: 	: 	: 	: 	: 	: 	59.8 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,EE	: 	: 	: 	: 	: 	: 	: 	: 	55.9 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,EL	: 	: 	: 	: 	: 	: 	: 	: 	43.3 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,ES	: 	: 	: 	: 	: 	: 	: 	: 	60.5 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	57.7 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,FI	: 	: 	: 	: 	: 	: 	: 	: 	85.6 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,FR	: 	: 	: 	: 	: 	: 	: 	: 	52.0 b
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,HR	: 	: 	: 	: 	: 	: 	: 	: 	56.0 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,HU	: 	: 	: 	: 	: 	: 	: 	: 	53.2 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,IE	: 	: 	: 	: 	: 	: 	: 	: 	66.1 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,IT	: 	: 	: 	: 	: 	: 	: 	: 	60.7 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,LT	: 	: 	: 	: 	: 	: 	: 	: 	60.0 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,LU	: 	: 	: 	: 	: 	: 	: 	: 	57.8 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,LV	: 	: 	: 	: 	: 	: 	: 	: 	48.2 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,ME	: 	: 	: 	: 	: 	: 	: 	: 	63.9 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,MT	: 	: 	: 	: 	: 	: 	: 	: 	76.5 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,NL	: 	: 	: 	: 	: 	: 	: 	: 	78.6 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,NO	: 	: 	: 	: 	: 	: 	: 	: 	80.4 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,PL	: 	: 	: 	: 	: 	: 	: 	: 	50.0 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,PT	: 	: 	: 	: 	: 	: 	: 	: 	53.6 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,RO	: 	: 	: 	: 	: 	: 	: 	: 	26.8 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,RS	: 	: 	: 	: 	: 	: 	: 	: 	49.2 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,SE	: 	: 	: 	: 	: 	: 	: 	: 	79.9 b
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,SI	: 	: 	: 	: 	: 	: 	: 	: 	50.4 
A,10-249,C10-S951_X_K,E_DI3_GELO,PC_ENT,SK	: 	: 	: 	: 	: 	: 	: 	: 	42.2 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,AT	: 	: 	: 	: 	: 	: 	21.8 	: 	19.6 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,BA	: 	: 	: 	: 	: 	: 	6.1 	: 	11.0 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,BE	: 	: 	: 	: 	: 	: 	25.0 	: 	32.6 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,BG	: 	: 	: 	: 	: 	: 	7.3 	: 	7.6 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,CY	: 	: 	: 	: 	: 	: 	22.2 	: 	25.2 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,CZ	: 	: 	: 	: 	: 	: 	16.0 	: 	15.2 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,DE	: 	: 	: 	: 	: 	: 	20.2 	: 	20.9 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,DK	: 	: 	: 	: 	: 	: 	33.1 	: 	31.1 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,EA	: 	: 	: 	: 	: 	: 	19.1 	: 	20.3 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,EE	: 	: 	: 	: 	: 	: 	16.0 	: 	17.6 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,EL	: 	: 	: 	: 	: 	: 	14.8 	: 	12.9 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,ES	: 	: 	: 	: 	: 	: 	21.4 	: 	21.0 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,EU27_2020	: 	: 	: 	: 	: 	: 	18.2 	: 	19.6 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,FI	: 	: 	: 	: 	: 	: 	36.0 	: 	38.9 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,FR	: 	: 	: 	: 	: 	: 	12.2 	: 	14.9 b
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,HR	: 	: 	: 	: 	: 	: 	16.1 	: 	19.5 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,HU	: 	: 	: 	: 	: 	: 	9.4 	: 	17.3 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,IE	: 	: 	: 	: 	: 	: 	23.0 	: 	24.2 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,IT	: 	: 	: 	: 	: 	: 	17.3 	: 	18.5 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,LT	: 	: 	: 	: 	: 	: 	16.8 	: 	17.8 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,LU	: 	: 	: 	: 	: 	: 	18.5 	: 	19.9 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,LV	: 	: 	: 	: 	: 	: 	11.1 	: 	16.0 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,ME	: 	: 	: 	: 	: 	: 	15.9 	: 	21.4 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,MK	: 	: 	: 	: 	: 	: 	7.1 	: 	: 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,MT	: 	: 	: 	: 	: 	: 	29.6 	: 	33.6 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,NL	: 	: 	: 	: 	: 	: 	33.5 	: 	36.3 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,NO	: 	: 	: 	: 	: 	: 	31.0 	: 	33.2 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,PL	: 	: 	: 	: 	: 	: 	11.1 	: 	16.1 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,PT	: 	: 	: 	: 	: 	: 	15.4 	: 	16.6 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,RO	: 	: 	: 	: 	: 	: 	5.0 	: 	7.4 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,RS	: 	: 	: 	: 	: 	: 	10.2 	: 	12.5 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,SE	: 	: 	: 	: 	: 	: 	37.8 	: 	32.9 b
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,SI	: 	: 	: 	: 	: 	: 	19.4 	: 	17.3 
A,10-249,C10-S951_X_K,E_DI3_HI,PC_ENT,SK	: 	: 	: 	: 	: 	: 	13.3 	: 	13.1 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,AT	: 	: 	: 	: 	: 	: 	37.3 	: 	33.5 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,BA	: 	: 	: 	: 	: 	: 	25.1 	: 	30.7 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,BE	: 	: 	: 	: 	: 	: 	38.6 	: 	33.6 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,BG	: 	: 	: 	: 	: 	: 	17.2 	: 	19.3 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,CY	: 	: 	: 	: 	: 	: 	41.4 	: 	37.6 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,CZ	: 	: 	: 	: 	: 	: 	33.5 	: 	30.0 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,DE	: 	: 	: 	: 	: 	: 	35.0 	: 	35.6 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,DK	: 	: 	: 	: 	: 	: 	37.4 	: 	38.4 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,EA	: 	: 	: 	: 	: 	: 	35.7 	: 	34.9 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,EE	: 	: 	: 	: 	: 	: 	36.1 	: 	34.5 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,EL	: 	: 	: 	: 	: 	: 	21.5 	: 	27.7 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,ES	: 	: 	: 	: 	: 	: 	35.2 	: 	33.6 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,EU27_2020	: 	: 	: 	: 	: 	: 	33.9 	: 	33.8 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,FI	: 	: 	: 	: 	: 	: 	36.4 	: 	35.2 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,FR	: 	: 	: 	: 	: 	: 	34.3 	: 	34.3 b
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,HR	: 	: 	: 	: 	: 	: 	30.2 	: 	31.9 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,HU	: 	: 	: 	: 	: 	: 	23.7 	: 	32.3 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,IE	: 	: 	: 	: 	: 	: 	36.9 	: 	35.6 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,IT	: 	: 	: 	: 	: 	: 	41.0 	: 	39.3 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,LT	: 	: 	: 	: 	: 	: 	36.5 	: 	38.5 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,LU	: 	: 	: 	: 	: 	: 	33.6 	: 	34.5 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,LV	: 	: 	: 	: 	: 	: 	25.4 	: 	28.1 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,ME	: 	: 	: 	: 	: 	: 	27.2 	: 	38.1 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,MK	: 	: 	: 	: 	: 	: 	19.5 	: 	: 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,MT	: 	: 	: 	: 	: 	: 	33.8 	: 	32.2 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,NL	: 	: 	: 	: 	: 	: 	40.1 	: 	32.2 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,NO	: 	: 	: 	: 	: 	: 	39.9 	: 	40.6 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,PL	: 	: 	: 	: 	: 	: 	26.9 	: 	30.7 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,PT	: 	: 	: 	: 	: 	: 	30.5 	: 	33.1 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,RO	: 	: 	: 	: 	: 	: 	16.7 	: 	18.2 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,RS	: 	: 	: 	: 	: 	: 	31.0 	: 	33.9 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,SE	: 	: 	: 	: 	: 	: 	39.7 	: 	40.3 b
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,SI	: 	: 	: 	: 	: 	: 	31.6 	: 	29.2 
A,10-249,C10-S951_X_K,E_DI3_LO,PC_ENT,SK	: 	: 	: 	: 	: 	: 	27.4 	: 	26.4 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,AT	: 	: 	: 	: 	: 	: 	5.4 	: 	4.9 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,BA	: 	: 	: 	: 	: 	: 	1.3 	: 	: u
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,BE	: 	: 	: 	: 	: 	: 	1.7 	: 	8.3 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,BG	: 	: 	: 	: 	: 	: 	0.7 	: 	1.5 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,CY	: 	: 	: 	: 	: 	: 	2.7 	: 	4.5 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,CZ	: 	: 	: 	: 	: 	: 	3.0 	: 	4.1 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,DE	: 	: 	: 	: 	: 	: 	3.7 	: 	4.8 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,DK	: 	: 	: 	: 	: 	: 	8.9 	: 	5.9 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,EA	: 	: 	: 	: 	: 	: 	2.7 	: 	4.6 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,EE	: 	: 	: 	: 	: 	: 	1.9 	: 	3.8 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,EL	: 	: 	: 	: 	: 	: 	1.3 	: 	2.7 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,ES	: 	: 	: 	: 	: 	: 	3.1 	: 	5.9 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,EU27_2020	: 	: 	: 	: 	: 	: 	2.8 	: 	4.4 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,FI	: 	: 	: 	: 	: 	: 	9.2 	: 	11.6 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,FR	: 	: 	: 	: 	: 	: 	0.6 	: 	2.7 b
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,HR	: 	: 	: 	: 	: 	: 	3.4 	: 	4.6 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,HU	: 	: 	: 	: 	: 	: 	1.3 	: 	3.6 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,IE	: 	: 	: 	: 	: 	: 	4.3 	: 	6.3 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,IT	: 	: 	: 	: 	: 	: 	2.0 	: 	2.8 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,LT	: 	: 	: 	: 	: 	: 	3.4 	: 	3.7 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,LU	: 	: 	: 	: 	: 	: 	1.8 	: 	3.4 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,LV	: 	: 	: 	: 	: 	: 	1.7 	: 	4.1 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,ME	: 	: 	: 	: 	: 	: 	5.1 	: 	4.4 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,MK	: 	: 	: 	: 	: 	: 	0.3 	: 	: 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,MT	: 	: 	: 	: 	: 	: 	9.4 	: 	10.7 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,NL	: 	: 	: 	: 	: 	: 	1.8 	: 	10.1 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,NO	: 	: 	: 	: 	: 	: 	6.3 	: 	6.6 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,PL	: 	: 	: 	: 	: 	: 	1.9 	: 	3.3 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,PT	: 	: 	: 	: 	: 	: 	2.7 	: 	4.0 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,RO	: 	: 	: 	: 	: 	: 	0.5 	: 	1.2 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,RS	: 	: 	: 	: 	: 	: 	0.7 	: 	2.8 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,SE	: 	: 	: 	: 	: 	: 	8.5 	: 	6.8 b
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,SI	: 	: 	: 	: 	: 	: 	4.1 	: 	3.8 
A,10-249,C10-S951_X_K,E_DI3_VHI,PC_ENT,SK	: 	: 	: 	: 	: 	: 	2.3 	: 	2.7 
A,10-249,C10-S951_X_K,E_DI3_VLO,PC_ENT,AT	: 	: 	: 	: 	: 	: 	35.6 	: 	42.1 
A,10-249,C10-S951_X_K,E_DI3_VLO,PC_ENT,BA	: 	: 	: 	: 	: 	: 	67.5 	: 	56.8 
A,10-249,C10-S951_X_K,E_DI3_VLO,PC_ENT,BE	: 	: 	: 	: 	: 	: 	34.7 	: 	25.5 
A,10-249,C10-S951_X_K,E_DI3_VLO,PC_ENT,BG	: 	: 	: 	: 	: 	: 	74.8 	: 	71.6 
A,10-249,C10-S951_X_K,E_DI3_VLO,PC_ENT,CY	: 	: 	: 	: 	: 	: 	33.8 	: 	32.7 
A,10-249,C10-S951_X_K,E_DI3_VLO,PC_ENT,CZ	: 	: 	: 	: 	: 	: 	47.5 	: 	50.7 
A,10-249,C10-S951_X_K,E_DI3_VLO,PC_ENT,DE	: 	: 	: 	: 	: 	: 	41.1 	: 	38.6 
A,10-249,C10-S951_X_K,E_DI3_VLO,PC_ENT,DK	: 	: 	: 	: 	: 	: 	20.6 	: 	24.7 
A,10-249,C10-S951_X_K,E_DI3_VLO,PC_ENT,EA	: 	: 	: 	: 	: 	: 	42.5 	: 	40.2 
A,10-249,C10-S951_X_K,E_DI3_VLO,PC_ENT,EE	: 	: 	: 	: 	: 	: 	46.0 	: 	44.1 
A,10-249,C10-S951_X_K,E_DI3_VLO,PC_ENT,EL	: 	: 	: 	: 	: 	: 	62.3 	: 	56.7 
A,10-249,C10-S951_X_K,E_DI3_VLO,PC_ENT,ES	: 	: 	: 	: 	: 	: 	40.3 	: 	39.5 
